track_name,track_id,track_duration,track_popularity,track_url,track_uri,track_danceability,track_energy,track_key,track_loudness,track_speechiness,track_acousticness,track_instrumentalness,track_liveness,track_valence,track_tempo,track_time_signature
Casi Nada,7p7erLN6ursMA8uvWiXj7Z,218.826,50,https://open.spotify.com/track/7p7erLN6ursMA8uvWiXj7Z,spotify:track:7p7erLN6ursMA8uvWiXj7Z,0.83,0.729,1,-3.192,0.037,0.117,6.42e-05,0.0845,0.631,98.054,4
Lo Sabe Dios,3lbSlSHXPFThany9iJxRrV,147.386,70,https://open.spotify.com/track/3lbSlSHXPFThany9iJxRrV,spotify:track:3lbSlSHXPFThany9iJxRrV,0.378,0.587,4,-8.003,0.0583,0.879,0.0,0.132,0.675,83.821,4
Ahora Me Llama - Remix,5K5mnE8uQnf9zIEX7ojdoq,251.786,52,https://open.spotify.com/track/5K5mnE8uQnf9zIEX7ojdoq,spotify:track:5K5mnE8uQnf9zIEX7ojdoq,0.613,0.668,0,-7.05,0.0421,0.0433,4.49e-05,0.139,0.218,135.034,4
Labios Mordidos (with KAROL G),1HLaJowFbNM3MPyqnk5vjW,195.373,83,https://open.spotify.com/track/1HLaJowFbNM3MPyqnk5vjW,spotify:track:1HLaJowFbNM3MPyqnk5vjW,0.886,0.715,0,-4.446,0.0421,0.287,0.000165,0.329,0.748,90.005,4
UNA NOCHE EN MEDELLÍN - REMIX,0Kp9Q3Wii4qO7AGHB2YuIp,205.144,52,https://open.spotify.com/track/0Kp9Q3Wii4qO7AGHB2YuIp,spotify:track:0Kp9Q3Wii4qO7AGHB2YuIp,0.765,0.846,10,-2.461,0.0761,0.0346,0.0,0.0451,0.887,96.042,4
QLONA,5gUysq7aO7v7EcV5kQWgeh,172.797,65,https://open.spotify.com/track/5gUysq7aO7v7EcV5kQWgeh,spotify:track:5gUysq7aO7v7EcV5kQWgeh,0.741,0.843,7,-7.486,0.293,0.541,1.88e-06,0.0879,0.45,169.933,4
DISPO,7c8gbGEhFEMnLHOFO2gbUd,193.961,53,https://open.spotify.com/track/7c8gbGEhFEMnLHOFO2gbUd,spotify:track:7c8gbGEhFEMnLHOFO2gbUd,0.626,0.842,0,-3.105,0.0472,0.435,0.0,0.127,0.621,93.994,4
S91,7EpOXgSRgnglRWr86pZfGU,173.005,80,https://open.spotify.com/track/7EpOXgSRgnglRWr86pZfGU,spotify:track:7EpOXgSRgnglRWr86pZfGU,0.719,0.856,0,-4.923,0.194,0.587,2.89e-05,0.09,0.417,128.161,4
WATATI (feat. Aldo Ranks) [From Barbie The Album],6MZi5j60L80SZLBxN0bv8s,166.882,75,https://open.spotify.com/track/6MZi5j60L80SZLBxN0bv8s,spotify:track:6MZi5j60L80SZLBxN0bv8s,0.851,0.893,3,-5.342,0.0979,0.145,6.49e-05,0.319,0.959,110.002,4
AMARGURA,0sTYyWXP6DUJ0032QvZ8i6,170.906,62,https://open.spotify.com/track/0sTYyWXP6DUJ0032QvZ8i6,spotify:track:0sTYyWXP6DUJ0032QvZ8i6,0.704,0.921,6,-3.396,0.0735,0.172,0.0,0.175,0.519,106.989,4
TQG,2oMjKuKUEJFuLiVmTq7Vjx,198.36,75,https://open.spotify.com/track/2oMjKuKUEJFuLiVmTq7Vjx,spotify:track:2oMjKuKUEJFuLiVmTq7Vjx,0.65,0.839,4,-3.38,0.212,0.666,0.0,0.126,0.7,90.015,4
PERO TÚ,4QpoPO2Z9xqESwEsfTjaLj,183.906,64,https://open.spotify.com/track/4QpoPO2Z9xqESwEsfTjaLj,spotify:track:4QpoPO2Z9xqESwEsfTjaLj,0.782,0.867,6,-4.562,0.293,0.406,0.0,0.108,0.685,139.893,4
OJOS FERRARI,2PRmf1sl1EV0zceL9dbvxE,180.466,59,https://open.spotify.com/track/2PRmf1sl1EV0zceL9dbvxE,spotify:track:2PRmf1sl1EV0zceL9dbvxE,0.711,0.899,1,-2.78,0.0901,0.159,4.49e-05,0.138,0.647,124.081,4
MAÑANA SERÁ BONITO,5mOQ1AIC0MXzQ26a46ucOF,211.4,49,https://open.spotify.com/track/5mOQ1AIC0MXzQ26a46ucOF,spotify:track:5mOQ1AIC0MXzQ26a46ucOF,0.726,0.77,8,-4.546,0.116,0.428,1.5e-05,0.321,0.238,91.992,4
KÁRMIKA,7rrWh2XIse8URW74454keQ,237.013,60,https://open.spotify.com/track/7rrWh2XIse8URW74454keQ,spotify:track:7rrWh2XIse8URW74454keQ,0.65,0.872,6,-5.248,0.373,0.466,0.0,0.127,0.732,97.077,4
DAÑAMOS LA AMISTAD,0mCBgI8c86M0v84lY9fQhW,175.386,50,https://open.spotify.com/track/0mCBgI8c86M0v84lY9fQhW,spotify:track:0mCBgI8c86M0v84lY9fQhW,0.779,0.796,0,-4.874,0.0888,0.16,5.78e-06,0.0813,0.601,92.968,4
X SI VOLVEMOS,3Zyk5Vd9WNPNVWxvb0EZTk,203.36,73,https://open.spotify.com/track/3Zyk5Vd9WNPNVWxvb0EZTk,spotify:track:3Zyk5Vd9WNPNVWxvb0EZTk,0.78,0.793,1,-4.247,0.249,0.341,0.0,0.111,0.576,178.046,4
La Vida Es Una (From Puss in Boots: The Last Wish),35HgzqAoEZ28Ovq7kb9nDz,189.838,69,https://open.spotify.com/track/35HgzqAoEZ28Ovq7kb9nDz,spotify:track:35HgzqAoEZ28Ovq7kb9nDz,0.777,0.819,10,-7.156,0.0513,0.0708,0.000358,0.0973,0.625,109.979,4
PLAYA SATURNO INTRO,2M3GwgWQ2Z0swHkap5gWCm,75.415,60,https://open.spotify.com/track/2M3GwgWQ2Z0swHkap5gWCm,spotify:track:2M3GwgWQ2Z0swHkap5gWCm,0.322,0.53,1,-10.105,0.0532,0.869,1.69e-05,0.355,0.608,85.757,4
CUANDO BAJE EL SOL,4OVHxReloGwGriqVFF2M79,166.739,70,https://open.spotify.com/track/4OVHxReloGwGriqVFF2M79,spotify:track:4OVHxReloGwGriqVFF2M79,0.756,0.794,9,-2.4,0.0641,0.327,0.0,0.334,0.568,99.977,4
AL CALLAO',110wwp2SRousmXjvx8zIoI,242.819,78,https://open.spotify.com/track/110wwp2SRousmXjvx8zIoI,spotify:track:110wwp2SRousmXjvx8zIoI,0.682,0.688,11,-3.836,0.247,0.284,1.67e-06,0.11,0.709,104.992,4
CUKI,3tYDYSZU2Wn7zudbFEJeko,165.714,67,https://open.spotify.com/track/3tYDYSZU2Wn7zudbFEJeko,spotify:track:3tYDYSZU2Wn7zudbFEJeko,0.809,0.767,8,-4.155,0.0439,0.057,0.00028,0.142,0.415,99.969,4
NO ME LA MOLESTE,2BuCjLttbLSiPx8sJKBt9b,221.607,65,https://open.spotify.com/track/2BuCjLttbLSiPx8sJKBt9b,spotify:track:2BuCjLttbLSiPx8sJKBt9b,0.821,0.813,1,-2.871,0.0851,0.444,0.00455,0.137,0.847,91.009,4
PICARDÍA,05OnZaYopHpb0z7ktT2FIF,215.172,77,https://open.spotify.com/track/05OnZaYopHpb0z7ktT2FIF,spotify:track:05OnZaYopHpb0z7ktT2FIF,0.655,0.617,2,-3.616,0.17,0.0934,6.17e-06,0.487,0.626,173.891,4
PONTE NASTY,1cNJ9ODOJF8b6AjhzoYdkv,242.908,66,https://open.spotify.com/track/1cNJ9ODOJF8b6AjhzoYdkv,spotify:track:1cNJ9ODOJF8b6AjhzoYdkv,0.866,0.511,7,-2.941,0.33,0.241,0.0,0.128,0.582,90.85,4
INQUIETO,4TL3dMZzEQZxVyZTfeRlav,222.0,65,https://open.spotify.com/track/4TL3dMZzEQZxVyZTfeRlav,spotify:track:4TL3dMZzEQZxVyZTfeRlav,0.644,0.798,1,-3.823,0.147,0.27,7.05e-05,0.0914,0.693,89.013,4
HOY AQUÍ,2jMt8GoQ4RGxAIMvWJyWeL,187.826,71,https://open.spotify.com/track/2jMt8GoQ4RGxAIMvWJyWeL,spotify:track:2jMt8GoQ4RGxAIMvWJyWeL,0.776,0.758,3,-2.224,0.0745,0.589,1.32e-06,0.12,0.532,91.936,4
CELEBRANDO,4KrNCWx08dZr11kGIUHuuX,207.15,68,https://open.spotify.com/track/4KrNCWx08dZr11kGIUHuuX,spotify:track:4KrNCWx08dZr11kGIUHuuX,0.825,0.82,4,-1.932,0.0673,0.127,0.000335,0.465,0.296,100.057,4
NO ME SORPRENDE,0s5FgdxYJm0tB68OICOglY,210.994,62,https://open.spotify.com/track/0s5FgdxYJm0tB68OICOglY,spotify:track:0s5FgdxYJm0tB68OICOglY,0.713,0.74,6,-4.391,0.0371,0.2,0.000118,0.325,0.835,139.938,4
DILUVIO,2kz1YOhJiNubjigR1gB1VX,197.052,90,https://open.spotify.com/track/2kz1YOhJiNubjigR1gB1VX,spotify:track:2kz1YOhJiNubjigR1gB1VX,0.795,0.845,9,-3.502,0.0681,0.343,1.78e-05,0.224,0.681,94.969,4
SI TE PEGAS,7kyLtcgYgQPrXkxtAb72iY,183.652,70,https://open.spotify.com/track/7kyLtcgYgQPrXkxtAb72iY,spotify:track:7kyLtcgYgQPrXkxtAb72iY,0.833,0.899,11,-2.515,0.0533,0.422,0.00288,0.184,0.559,115.008,4
BABY HELLO,21N77gfWYoQDvrLvaeiQgi,222.461,78,https://open.spotify.com/track/21N77gfWYoQDvrLvaeiQgi,spotify:track:21N77gfWYoQDvrLvaeiQgi,0.893,0.773,1,-3.733,0.0483,0.164,3.01e-06,0.429,0.842,130.013,4
SATURNO,2OZsedyLpIuOVRVODdhaMZ,91.5,53,https://open.spotify.com/track/2OZsedyLpIuOVRVODdhaMZ,spotify:track:2OZsedyLpIuOVRVODdhaMZ,0.726,0.734,7,-7.393,0.0706,0.00268,0.867,0.113,0.0962,124.071,4
PUNTO 40,4UGqAW9i7NtE5mW9xzm6yk,190.654,75,https://open.spotify.com/track/4UGqAW9i7NtE5mW9xzm6yk,spotify:track:4UGqAW9i7NtE5mW9xzm6yk,0.829,0.857,0,-0.484,0.0842,0.00112,0.015,0.255,0.208,106.993,4
MÁS DE UNA VEZ,6fmpK6IerfBrhZo4a2MYkC,245.163,62,https://open.spotify.com/track/6fmpK6IerfBrhZo4a2MYkC,spotify:track:6fmpK6IerfBrhZo4a2MYkC,0.732,0.73,9,-4.986,0.0322,0.128,3.58e-06,0.173,0.328,119.958,4
LEJOS DEL CIELO,58EM1w815O5XZGWSF7DUCf,208.934,65,https://open.spotify.com/track/58EM1w815O5XZGWSF7DUCf,spotify:track:58EM1w815O5XZGWSF7DUCf,0.521,0.77,7,-6.982,0.195,0.372,3.91e-05,0.3,0.222,92.014,4
DEJAU',2aCbaVxzJctzRCde49qLGC,182.836,69,https://open.spotify.com/track/2aCbaVxzJctzRCde49qLGC,spotify:track:2aCbaVxzJctzRCde49qLGC,0.812,0.807,5,-2.115,0.0507,0.0782,0.0101,0.433,0.567,107.022,4
GATAS,6glF8OLZEE2AHVu5YtOoiu,207.932,64,https://open.spotify.com/track/6glF8OLZEE2AHVu5YtOoiu,spotify:track:6glF8OLZEE2AHVu5YtOoiu,0.841,0.804,6,-4.373,0.0416,0.553,0.000711,0.0923,0.331,111.991,4
PANTIES Y BRASIERES,4uVEdikP5eLUy8Dq6gjiPV,197.383,67,https://open.spotify.com/track/4uVEdikP5eLUy8Dq6gjiPV,spotify:track:4uVEdikP5eLUy8Dq6gjiPV,0.888,0.758,1,-2.851,0.0706,0.34,0.00139,0.144,0.408,107.039,4
CAZADORES,6Xu7owZWwBVbhxOVA45hMK,226.772,58,https://open.spotify.com/track/6Xu7owZWwBVbhxOVA45hMK,spotify:track:6Xu7owZWwBVbhxOVA45hMK,0.824,0.757,10,-6.353,0.114,0.00511,0.00194,0.411,0.307,126.985,4
DECA' A LAS VEGAS (INTERLUDE),1ASeQDIvZNpgYknZwIJM88,87.013,54,https://open.spotify.com/track/1ASeQDIvZNpgYknZwIJM88,spotify:track:1ASeQDIvZNpgYknZwIJM88,0.862,0.87,6,-7.019,0.139,0.153,0.0264,0.157,0.503,128.084,4
QUÉ RICO CH**GAMOS,41onqkcjQIVFmz0S0b3aHV,246.746,66,https://open.spotify.com/track/41onqkcjQIVFmz0S0b3aHV,spotify:track:41onqkcjQIVFmz0S0b3aHV,0.706,0.763,0,-4.872,0.16,0.386,0.0,0.426,0.735,84.016,4
RON COLA,5S8i9p2xS8M8pFqfZMbMzI,186.722,72,https://open.spotify.com/track/5S8i9p2xS8M8pFqfZMbMzI,spotify:track:5S8i9p2xS8M8pFqfZMbMzI,0.682,0.739,9,-5.121,0.0972,0.417,3.95e-05,0.105,0.476,94.048,4
NO ME SUELTES,7xDBtwxsife3u8luqSbSPR,162.857,69,https://open.spotify.com/track/7xDBtwxsife3u8luqSbSPR,spotify:track:7xDBtwxsife3u8luqSbSPR,0.662,0.882,8,-6.504,0.0798,0.151,0.000611,0.0912,0.757,112.014,4
VERDE MENTA,5Mg31AcUBHV7QOPrYH74kQ,188.168,62,https://open.spotify.com/track/5Mg31AcUBHV7QOPrYH74kQ,spotify:track:5Mg31AcUBHV7QOPrYH74kQ,0.813,0.75,10,-4.885,0.0337,0.0199,0.0,0.113,0.784,125.06,4
CORAZÓN DESPEINADO,6yNIT5iO7lUGOFDLG5CPJC,207.063,67,https://open.spotify.com/track/6yNIT5iO7lUGOFDLG5CPJC,spotify:track:6yNIT5iO7lUGOFDLG5CPJC,0.874,0.636,1,-3.687,0.269,0.179,0.0,0.661,0.7,169.986,4
DIME QUIÉN????,1ImWmtI7DM2uFPNJHHbD8g,164.727,68,https://open.spotify.com/track/1ImWmtI7DM2uFPNJHHbD8g,spotify:track:1ImWmtI7DM2uFPNJHHbD8g,0.773,0.565,11,-3.211,0.137,0.0791,0.0,0.22,0.609,170.023,4
RAULEETO (Skit),6G8AN9xTcpjh5RIdSrd4Mm,70.035,51,https://open.spotify.com/track/6G8AN9xTcpjh5RIdSrd4Mm,spotify:track:6G8AN9xTcpjh5RIdSrd4Mm,0.531,0.595,6,-9.826,0.346,0.573,2.16e-05,0.359,0.586,100.662,3
DE CAROLINA,6J3kt4eAqRffh5lBuHJJSO,181.621,72,https://open.spotify.com/track/6J3kt4eAqRffh5lBuHJJSO,spotify:track:6J3kt4eAqRffh5lBuHJJSO,0.958,0.795,7,-1.674,0.116,0.17,1.34e-06,0.251,0.927,110.977,4
LOKERA,1aUq8rjW1EwkAkMri4VfJy,197.101,80,https://open.spotify.com/track/1aUq8rjW1EwkAkMri4VfJy,spotify:track:1aUq8rjW1EwkAkMri4VfJy,0.826,0.836,11,-2.66,0.0461,0.213,6.03e-06,0.0814,0.579,102.025,4
MUSEO,6WfxIJKmYRSpsBJv0tEAKX,255.412,75,https://open.spotify.com/track/6WfxIJKmYRSpsBJv0tEAKX,spotify:track:6WfxIJKmYRSpsBJv0tEAKX,0.449,0.793,0,-7.212,0.047,0.763,0.0,0.165,0.322,108.937,4
CAPRICHOSO,3Fm7EFSuLlW8KqWTPIYLZH,167.619,52,https://open.spotify.com/track/3Fm7EFSuLlW8KqWTPIYLZH,spotify:track:3Fm7EFSuLlW8KqWTPIYLZH,0.722,0.747,11,-5.065,0.055,0.067,0.0,0.137,0.318,125.96,4
RED VELVET,1n81l0FqOpFij4zFhGWAln,213.0,50,https://open.spotify.com/track/1n81l0FqOpFij4zFhGWAln,spotify:track:1n81l0FqOpFij4zFhGWAln,0.46,0.759,7,-6.268,0.0668,0.709,7.88e-05,0.115,0.193,99.9,4
FCK U X2,7CLRoWBqSizI8Zpolsud5K,279.471,52,https://open.spotify.com/track/7CLRoWBqSizI8Zpolsud5K,spotify:track:7CLRoWBqSizI8Zpolsud5K,0.553,0.576,9,-5.83,0.251,0.129,0.0,0.056,0.491,144.982,4
NO DRAMA,73ZHZa41E18kNM9gsjfW3R,193.6,47,https://open.spotify.com/track/73ZHZa41E18kNM9gsjfW3R,spotify:track:73ZHZa41E18kNM9gsjfW3R,0.568,0.773,11,-3.066,0.288,0.248,8.47e-06,0.293,0.33,75.017,4
WUEPA,0KYmzY7oFojlPb84tJeHhp,222.0,53,https://open.spotify.com/track/0KYmzY7oFojlPb84tJeHhp,spotify:track:0KYmzY7oFojlPb84tJeHhp,0.698,0.791,5,-6.825,0.214,0.232,0.00134,0.309,0.498,140.002,4
GRACIAS POR NADA,5nvmDewpwTBUdYgNANz8NP,219.448,48,https://open.spotify.com/track/5nvmDewpwTBUdYgNANz8NP,spotify:track:5nvmDewpwTBUdYgNANz8NP,0.733,0.755,2,-4.45,0.0933,0.212,0.0777,0.0843,0.315,139.942,4
GTR,5Xn6OX5j9WLGN4r6Fznfjo,206.001,50,https://open.spotify.com/track/5Xn6OX5j9WLGN4r6Fznfjo,spotify:track:5Xn6OX5j9WLGN4r6Fznfjo,0.468,0.762,6,-5.989,0.0867,0.06,0.00024,0.104,0.254,139.907,4
HACKIAO,7cTEoAXMCs3x789E5KZOSU,251.961,48,https://open.spotify.com/track/7cTEoAXMCs3x789E5KZOSU,spotify:track:7cTEoAXMCs3x789E5KZOSU,0.662,0.59,11,-5.942,0.169,0.0654,8.77e-06,0.111,0.192,147.907,4
Todo De Ti,3rdAz1fbUfZxYgaCviYhRo,199.604,76,https://open.spotify.com/track/3rdAz1fbUfZxYgaCviYhRo,spotify:track:3rdAz1fbUfZxYgaCviYhRo,0.719,0.78,3,-3.613,0.0506,0.302,0.000196,0.0931,0.336,127.962,4
Sexo Virtual,1lV3QHHMAQt0Kc1ioZq2MP,208.291,74,https://open.spotify.com/track/1lV3QHHMAQt0Kc1ioZq2MP,spotify:track:1lV3QHHMAQt0Kc1ioZq2MP,0.739,0.704,8,-3.286,0.112,0.328,1.93e-05,0.0856,0.425,179.879,4
Nubes,2nU1vaARHQ8FoaxFfe4ZN7,178.893,62,https://open.spotify.com/track/2nU1vaARHQ8FoaxFfe4ZN7,spotify:track:2nU1vaARHQ8FoaxFfe4ZN7,0.755,0.735,0,-3.553,0.0513,0.27,0.00187,0.188,0.437,92.969,4
Desesperados,6mmPpaltUZK7xjNlBPQQ0p,224.996,81,https://open.spotify.com/track/6mmPpaltUZK7xjNlBPQQ0p,spotify:track:6mmPpaltUZK7xjNlBPQQ0p,0.694,0.869,1,-3.35,0.0783,0.356,0.00125,0.0878,0.511,90.02,4
2/Catorce,78QcVmzxS0wIwuC2rpAauI,205.714,70,https://open.spotify.com/track/78QcVmzxS0wIwuC2rpAauI,spotify:track:78QcVmzxS0wIwuC2rpAauI,0.56,0.768,3,-3.497,0.0859,0.709,0.000791,0.115,0.372,112.084,3
Aquel Nap ZzZz,5bQLsyTrUaMQRfr6whwGe5,295.038,75,https://open.spotify.com/track/5bQLsyTrUaMQRfr6whwGe5,spotify:track:5bQLsyTrUaMQRfr6whwGe5,0.495,0.457,4,-6.044,0.0797,0.62,0.000228,0.109,0.311,79.513,4
Cúrame,1FlL8ycld6uVDDyhV7P5FA,164.705,80,https://open.spotify.com/track/1FlL8ycld6uVDDyhV7P5FA,spotify:track:1FlL8ycld6uVDDyhV7P5FA,0.625,0.765,9,-3.599,0.0548,0.584,0.00111,0.112,0.262,102.101,4
Cosa Guapa,7aWiJeMyxxPEyjwvZyauAF,255.712,76,https://open.spotify.com/track/7aWiJeMyxxPEyjwvZyauAF,spotify:track:7aWiJeMyxxPEyjwvZyauAF,0.728,0.52,11,-4.431,0.0943,0.0748,0.000687,0.151,0.399,118.396,4
Desenfocao',2CEf2gU5ZJamLXa3NrgAvA,170.535,73,https://open.spotify.com/track/2CEf2gU5ZJamLXa3NrgAvA,spotify:track:2CEf2gU5ZJamLXa3NrgAvA,0.649,0.706,8,-3.911,0.0353,0.152,0.0,0.161,0.271,139.976,4
¿Cuándo Fue?,4ZNKaE8fcrtDPsRK8RkQIs,168.965,59,https://open.spotify.com/track/4ZNKaE8fcrtDPsRK8RkQIs,spotify:track:4ZNKaE8fcrtDPsRK8RkQIs,0.822,0.462,5,-3.705,0.0635,0.0794,1.09e-06,0.368,0.449,174.002,4
La Old Skul,4Z8HZSApeddaRM2ovivUj4,214.857,74,https://open.spotify.com/track/4Z8HZSApeddaRM2ovivUj4,spotify:track:4Z8HZSApeddaRM2ovivUj4,0.798,0.795,9,-2.357,0.08,0.532,1.02e-05,0.0869,0.397,104.912,4
¿Y Eso?,4b9rqLPiePJzzd5hW9I6f6,200.93,64,https://open.spotify.com/track/4b9rqLPiePJzzd5hW9I6f6,spotify:track:4b9rqLPiePJzzd5hW9I6f6,0.744,0.689,0,-3.896,0.106,0.161,0.0,0.131,0.399,171.981,4
Tengo un Pal,3gQwRTXQIbxKJbojcq8wf9,195.566,55,https://open.spotify.com/track/3gQwRTXQIbxKJbojcq8wf9,spotify:track:3gQwRTXQIbxKJbojcq8wf9,0.796,0.682,1,-2.101,0.104,0.242,0.0,0.237,0.696,159.931,4
Brazilera,6jPFaBQGvDFrcyf5kQAJ6G,184.0,57,https://open.spotify.com/track/6jPFaBQGvDFrcyf5kQAJ6G,spotify:track:6jPFaBQGvDFrcyf5kQAJ6G,0.749,0.907,1,-2.362,0.0978,0.072,6.13e-06,0.106,0.819,130.006,4
Dile a El,13Tbv4nflNxg9kYBIbJnd9,209.54,76,https://open.spotify.com/track/13Tbv4nflNxg9kYBIbJnd9,spotify:track:13Tbv4nflNxg9kYBIbJnd9,0.587,0.784,4,-3.572,0.0767,0.375,0.00109,0.111,0.261,90.032,4
Strawberry Kiwi,4jkZjaZkOCpgk2pqV8Wrw3,212.0,58,https://open.spotify.com/track/4jkZjaZkOCpgk2pqV8Wrw3,spotify:track:4jkZjaZkOCpgk2pqV8Wrw3,0.713,0.784,0,-3.992,0.0958,0.191,2.35e-05,0.139,0.528,81.985,4
Mood,2ISzmtY9Exy1IwmJj3Hc7P,176.0,61,https://open.spotify.com/track/2ISzmtY9Exy1IwmJj3Hc7P,spotify:track:2ISzmtY9Exy1IwmJj3Hc7P,0.704,0.798,8,-2.63,0.245,0.202,0.000188,0.127,0.819,168.053,4
Química (feat. The Martinez Brothers),7IZn95vTYrhHRbFmZsdD2A,295.081,56,https://open.spotify.com/track/7IZn95vTYrhHRbFmZsdD2A,spotify:track:7IZn95vTYrhHRbFmZsdD2A,0.791,0.581,1,-2.99,0.157,0.0193,0.0101,0.0765,0.466,119.986,4
Enchule,0S9ZVNTNRzLMgb96tmmG1u,185.718,65,https://open.spotify.com/track/0S9ZVNTNRzLMgb96tmmG1u,spotify:track:0S9ZVNTNRzLMgb96tmmG1u,0.668,0.761,0,-3.319,0.211,0.153,0.0,0.301,0.578,90.043,4
De Cora <3,22Sh5dlwbERqJAq1fZk5b2,190.1,63,https://open.spotify.com/track/22Sh5dlwbERqJAq1fZk5b2,spotify:track:22Sh5dlwbERqJAq1fZk5b2,0.683,0.811,11,-2.028,0.241,0.46,4.75e-05,0.128,0.571,176.037,4
Un Sueño (feat. Trippie Redd),2Em9XZZw8yEgxjojjGxntN,222.49,54,https://open.spotify.com/track/2Em9XZZw8yEgxjojjGxntN,spotify:track:2Em9XZZw8yEgxjojjGxntN,0.68,0.68,2,-2.26,0.185,0.328,0.0022,0.107,0.331,192.057,4
Reloj,4loQgPwJHocL3dFwLfjb1J,231.594,72,https://open.spotify.com/track/4loQgPwJHocL3dFwLfjb1J,spotify:track:4loQgPwJHocL3dFwLfjb1J,0.537,0.823,8,-2.627,0.211,0.176,3.75e-06,0.124,0.608,175.965,4
No Te Creo,4QSCkYRmv06vKZjXPoarXz,229.333,53,https://open.spotify.com/track/4QSCkYRmv06vKZjXPoarXz,spotify:track:4QSCkYRmv06vKZjXPoarXz,0.892,0.762,11,-2.054,0.189,0.129,6.19e-06,0.107,0.514,179.971,4
Soy Una Gargola,4bEwaORm2IBfu3omjEna7I,249.343,58,https://open.spotify.com/track/4bEwaORm2IBfu3omjEna7I,spotify:track:4bEwaORm2IBfu3omjEna7I,0.711,0.836,4,-3.377,0.195,0.131,0.0,0.401,0.618,94.034,4
Pensándote,2wnhst8yHA4gKuojAgZedh,216.413,72,https://open.spotify.com/track/2wnhst8yHA4gKuojAgZedh,spotify:track:2wnhst8yHA4gKuojAgZedh,0.655,0.79,1,-3.376,0.0762,0.464,0.00165,0.0837,0.56,170.023,4
Perreo Pesau',5bQ9rtAfOUbPmuxjPK8zDp,260.547,65,https://open.spotify.com/track/5bQ9rtAfOUbPmuxjPK8zDp,spotify:track:5bQ9rtAfOUbPmuxjPK8zDp,0.679,0.732,3,-3.068,0.135,0.195,5.2e-06,0.651,0.443,171.887,4
Algo Mágico,7D93pJcwymzaZx8WgBo2zG,261.603,70,https://open.spotify.com/track/7D93pJcwymzaZx8WgBo2zG,spotify:track:7D93pJcwymzaZx8WgBo2zG,0.612,0.699,11,-4.355,0.0667,0.757,0.0,0.161,0.591,100.005,4
Ponte Pa' Mi,1dt2lHi5RCMPuxz4VxKYgi,183.556,71,https://open.spotify.com/track/1dt2lHi5RCMPuxz4VxKYgi,spotify:track:1dt2lHi5RCMPuxz4VxKYgi,0.625,0.808,8,-4.971,0.16,0.394,0.0,0.148,0.647,85.016,4
"Elegí (feat. Farruko, Anuel AA, Sech, Dímelo Flow & Justin Quiles) - Remix",4RjOEjzp0gCCgfCRbCNg5y,323.786,52,https://open.spotify.com/track/4RjOEjzp0gCCgfCRbCNg5y,spotify:track:4RjOEjzp0gCCgfCRbCNg5y,0.735,0.774,0,-2.024,0.077,0.201,0.000721,0.0538,0.726,172.049,4
Tattoo - Remix with Camilo,4G3PTss3mU33Tau7t4KbwE,222.68,72,https://open.spotify.com/track/4G3PTss3mU33Tau7t4KbwE,spotify:track:4G3PTss3mU33Tau7t4KbwE,0.637,0.721,9,-5.134,0.286,0.0406,0.0,0.0525,0.691,193.922,4
Intro - Live,0N2aOEqXQuKLWPgFpsL3J5,52.0,21,https://open.spotify.com/track/0N2aOEqXQuKLWPgFpsL3J5,spotify:track:0N2aOEqXQuKLWPgFpsL3J5,0.501,0.632,2,-7.297,0.88,0.264,0.0,0.15,0.707,81.025,5
Que Le Dé - Live,4J1OOl2fTpKzzzb4Q1XytX,135.438,23,https://open.spotify.com/track/4J1OOl2fTpKzzzb4Q1XytX,spotify:track:4J1OOl2fTpKzzzb4Q1XytX,0.858,0.602,9,-4.097,0.17,0.208,1.8e-06,0.315,0.414,99.972,4
El Efecto - Live,00lSB6dw16MKdBZXVS9nRm,214.395,26,https://open.spotify.com/track/00lSB6dw16MKdBZXVS9nRm,spotify:track:00lSB6dw16MKdBZXVS9nRm,0.826,0.68,0,-2.379,0.176,0.404,0.0,0.109,0.778,83.911,4
Al Mismo Tiempo - Live,6SguqPuecoRQ5ouvgSu9eX,220.414,27,https://open.spotify.com/track/6SguqPuecoRQ5ouvgSu9eX,spotify:track:6SguqPuecoRQ5ouvgSu9eX,0.707,0.638,9,-3.437,0.0335,0.718,0.0,0.0941,0.315,132.744,4
Dream Girl - Remix - Live,3vhErk0GgGqENrp9INsZMY,168.028,27,https://open.spotify.com/track/3vhErk0GgGqENrp9INsZMY,spotify:track:3vhErk0GgGqENrp9INsZMY,0.786,0.607,2,-4.536,0.296,0.419,3.74e-06,0.375,0.58,169.973,4
T.T.I. - Live,5EY54pSiBZWojKMzXGG3AS,135.498,22,https://open.spotify.com/track/5EY54pSiBZWojKMzXGG3AS,spotify:track:5EY54pSiBZWojKMzXGG3AS,0.84,0.673,6,-2.48,0.112,0.374,0.0,0.123,0.564,94.975,4
Yo Sabía - Live,5Tkz5C1DUyLZ3zLYO52Aqx,221.123,21,https://open.spotify.com/track/5Tkz5C1DUyLZ3zLYO52Aqx,spotify:track:5Tkz5C1DUyLZ3zLYO52Aqx,0.742,0.699,10,-4.141,0.143,0.443,1.89e-05,0.154,0.442,159.977,4
